tx_distorcao_medio,tx_distorcao_fundamental,Media_Enem,taxa_escolas_por_habitante,ideb_ano_final,ideb_ensino_medio,ideb_ano_inicial,populacao,Total_alfabetização,Taxa aprovados fundamental total ,Taxa aprovados total EM,Taxa de abandonos EF,Taxa de abandonos EM
224.0,224.0,33.0,223.0,224.0,224.0,224.0,223.0,224.0,224.0,224.0,224.0,224.0
29.642857142857142,16.15892857142857,488.16332292587117,0.6029371642741042,4.660454545454546,4.155348837209302,5.413063063063063,14650.852017937219,76.89276785714286,96.15089285714285,96.45267857142858,0.7910714285714286,2.382589285714286
9.647209353091197,7.379368324849955,15.805888748136855,0.22198643426309014,0.6612461213037534,0.4213545785729006,0.8755577776765235,59312.44533990083,5.035506077108287,4.292855583955989,3.3728528415629415,1.1246965566991234,2.4918000933053994
3.8,0.2,458.8121810786171,0.177430801987225,2.6,3.1,3.5,1318.0,65.32,77.2,80.4,0.0,0.0
22.2,11.149999999999999,479.1799461819277,0.4584115862543391,4.2,3.9,4.8,4380.0,73.305,94.275,94.675,0.0,0.6
29.2,15.4,485.38185549706265,0.5795421616922631,4.7,4.1,5.3,5913.0,76.735,97.6,97.2,0.4,1.8
35.824999999999996,20.0,496.18019716885743,0.7169810253843925,5.1,4.4,5.9,10320.5,80.7175,99.525,99.025,1.1,3.6
61.2,45.1,539.0882382449781,1.4459822350753977,6.5,7.0,8.4,866300.0,92.88,100.0,100.0,8.6,15.9
