"Tabela 9543 - Taxa de alfabetização das pessoas de 15 anos ou mais de idade por sexo, cor ou raça e grupos de idade"
"Variável - Taxa de alfabetização das pessoas de 15 anos ou mais de idade (%)"
"Município";"Idade";"Ano x Sexo x Cor ou raça"
"Pacujá (CE)";"Total";"79,23"
"Palhano (CE)";"Total";"77,78"
"Palmácia (CE)";"Total";"82,22"
"Paracuru (CE)";"Total";"85,71"
"Paraipaba (CE)";"Total";"85,80"
"Parambu (CE)";"Total";"74,11"
"Paramoti (CE)";"Total";"78,25"
"Pedra Branca (CE)";"Total";"76,49"
"Penaforte (CE)";"Total";"84,68"
"Pentecoste (CE)";"Total";"81,94"
"Pereiro (CE)";"Total";"79,47"
"Pindoretama (CE)";"Total";"84,15"
"Piquet Carneiro (CE)";"Total";"80,32"
"Pires Ferreira (CE)";"Total";"77,14"
"Poranga (CE)";"Total";"77,50"
"Porteiras (CE)";"Total";"78,90"
"Potengi (CE)";"Total";"74,05"
"Potiretama (CE)";"Total";"77,15"
"Quiterianópolis (CE)";"Total";"74,47"
"Quixadá (CE)";"Total";"82,59"
"Quixelô (CE)";"Total";"70,88"
"Quixeramobim (CE)";"Total";"82,23"
"Quixeré (CE)";"Total";"78,35"
"Redenção (CE)";"Total";"83,00"
"Reriutaba (CE)";"Total";"78,27"
"Russas (CE)";"Total";"84,55"
"Saboeiro (CE)";"Total";"72,30"
"Salitre (CE)";"Total";"71,85"
"Santana do Acaraú (CE)";"Total";"76,53"
"Santana do Cariri (CE)";"Total";"77,19"
"Santa Quitéria (CE)";"Total";"78,86"
"São Benedito (CE)";"Total";"79,81"
"São Gonçalo do Amarante (CE)";"Total";"87,73"
"São João do Jaguaribe (CE)";"Total";"79,66"
"São Luís do Curu (CE)";"Total";"83,20"
"Senador Pompeu (CE)";"Total";"78,63"
"Senador Sá (CE)";"Total";"74,96"
"Sobral (CE)";"Total";"87,12"
"Solonópole (CE)";"Total";"78,32"
"Tabuleiro do Norte (CE)";"Total";"81,17"
"Tamboril (CE)";"Total";"74,90"
"Tarrafas (CE)";"Total";"73,31"
"Tauá (CE)";"Total";"79,39"
"Tejuçuoca (CE)";"Total";"76,64"
"Tianguá (CE)";"Total";"83,25"
"Trairi (CE)";"Total";"81,51"
"Tururu (CE)";"Total";"78,30"
"Ubajara (CE)";"Total";"81,97"
"Umari (CE)";"Total";"76,24"
"Umirim (CE)";"Total";"78,72"
"Uruburetama (CE)";"Total";"81,99"
"Uruoca (CE)";"Total";"75,11"
"Varjota (CE)";"Total";"80,24"
"Várzea Alegre (CE)";"Total";"78,45"
"Viçosa do Ceará (CE)";"Total";"77,10"
"Acari (RN)";"Total";"86,81"
"Açu (RN)";"Total";"82,33"
"Afonso Bezerra (RN)";"Total";"77,37"
"Água Nova (RN)";"Total";"79,08"
"Alexandria (RN)";"Total";"77,58"
"Almino Afonso (RN)";"Total";"78,46"
"Alto do Rodrigues (RN)";"Total";"83,87"
"Angicos (RN)";"Total";"80,71"
"Antônio Martins (RN)";"Total";"78,17"
"Apodi (RN)";"Total";"79,54"
"Areia Branca (RN)";"Total";"87,91"
"Arês (RN)";"Total";"79,03"
"Campo Grande (RN)";"Total";"76,35"
"Baía Formosa (RN)";"Total";"82,88"
"Baraúna (RN)";"Total";"79,42"
"Barcelona (RN)";"Total";"78,66"
"Bento Fernandes (RN)";"Total";"78,92"
"Bodó (RN)";"Total";"78,92"
"Bom Jesus (RN)";"Total";"79,41"
"Brejinho (RN)";"Total";"78,90"
"Caiçara do Norte (RN)";"Total";"82,36"
"Caiçara do Rio do Vento (RN)";"Total";"79,17"
"Caicó (RN)";"Total";"88,92"
"Campo Redondo (RN)";"Total";"82,43"
"Canguaretama (RN)";"Total";"80,65"
"Caraúbas (RN)";"Total";"80,14"
"Carnaúba dos Dantas (RN)";"Total";"88,71"
"Carnaubais (RN)";"Total";"80,26"
"Ceará-Mirim (RN)";"Total";"84,02"
"Cerro Corá (RN)";"Total";"78,67"
"Coronel Ezequiel (RN)";"Total";"77,07"
"Coronel João Pessoa (RN)";"Total";"72,69"
"Cruzeta (RN)";"Total";"84,32"
"Currais Novos (RN)";"Total";"86,43"
"Doutor Severiano (RN)";"Total";"77,91"
"Parnamirim (RN)";"Total";"94,91"
"Encanto (RN)";"Total";"81,19"
"Equador (RN)";"Total";"82,10"
"Espírito Santo (RN)";"Total";"72,71"
"Extremoz (RN)";"Total";"91,38"
"Felipe Guerra (RN)";"Total";"82,62"
"Fernando Pedroza (RN)";"Total";"76,68"
"Florânia (RN)";"Total";"83,48"
"Francisco Dantas (RN)";"Total";"78,10"
"Frutuoso Gomes (RN)";"Total";"79,77"
"Galinhos (RN)";"Total";"78,40"
"Goianinha (RN)";"Total";"84,51"
"Governador Dix-Sept Rosado (RN)";"Total";"80,62"
"Grossos (RN)";"Total";"82,24"
"Guamaré (RN)";"Total";"83,96"
"Ielmo Marinho (RN)";"Total";"74,81"
"Ipanguaçu (RN)";"Total";"77,77"
"Ipueira (RN)";"Total";"86,53"
"Itajá (RN)";"Total";"80,76"
"Itaú (RN)";"Total";"80,31"
"Jaçanã (RN)";"Total";"79,82"
"Jandaíra (RN)";"Total";"77,20"
"Janduís (RN)";"Total";"77,28"
"Januário Cicco (RN)";"Total";"72,17"
"Japi (RN)";"Total";"75,38"
"Jardim de Angicos (RN)";"Total";"78,59"
"Jardim de Piranhas (RN)";"Total";"80,34"
"Jardim do Seridó (RN)";"Total";"83,93"
"João Câmara (RN)";"Total";"79,85"
"João Dias (RN)";"Total";"77,94"
"José da Penha (RN)";"Total";"77,13"
"Jucurutu (RN)";"Total";"76,40"
"Jundiá (RN)";"Total";"75,47"
"Lagoa d'Anta (RN)";"Total";"75,62"
"Lagoa de Pedras (RN)";"Total";"70,97"
"Lagoa de Velhos (RN)";"Total";"81,23"
"Lagoa Nova (RN)";"Total";"80,58"
"Lagoa Salgada (RN)";"Total";"74,91"
"Lajes (RN)";"Total";"81,81"
"Lajes Pintadas (RN)";"Total";"78,35"
"Lucrécia (RN)";"Total";"82,49"
"Luís Gomes (RN)";"Total";"78,21"
"Macaíba (RN)";"Total";"84,59"
"Macau (RN)";"Total";"85,08"
"Major Sales (RN)";"Total";"78,40"
"Marcelino Vieira (RN)";"Total";"74,46"
"Martins (RN)";"Total";"84,63"
"Maxaranguape (RN)";"Total";"81,59"
"Messias Targino (RN)";"Total";"75,88"
"Montanhas (RN)";"Total";"77,89"
"Monte Alegre (RN)";"Total";"79,38"
"Monte das Gameleiras (RN)";"Total";"77,86"
"Mossoró (RN)";"Total";"89,96"
"Natal (RN)";"Total";"93,36"
"Nísia Floresta (RN)";"Total";"85,91"
"Nova Cruz (RN)";"Total";"76,47"
"Olho d'Água do Borges (RN)";"Total";"74,85"
"Ouro Branco (RN)";"Total";"83,92"
"Paraná (RN)";"Total";"75,99"
"Paraú (RN)";"Total";"76,81"
"Parazinho (RN)";"Total";"76,88"
"Parelhas (RN)";"Total";"87,63"
"Rio do Fogo (RN)";"Total";"80,88"
"Passa e Fica (RN)";"Total";"77,74"
"Passagem (RN)";"Total";"78,91"
"Patu (RN)";"Total";"78,92"
"Santa Maria (RN)";"Total";"78,76"
"Pau dos Ferros (RN)";"Total";"87,04"
"Pedra Grande (RN)";"Total";"76,65"
"Pedra Preta (RN)";"Total";"75,40"
"Pedro Avelino (RN)";"Total";"75,57"
"Pedro Velho (RN)";"Total";"78,06"
"Pendências (RN)";"Total";"82,48"
"Pilões (RN)";"Total";"78,69"
"Poço Branco (RN)";"Total";"76,94"
"Portalegre (RN)";"Total";"81,03"
"Porto do Mangue (RN)";"Total";"76,11"
"Serra Caiada (RN)";"Total";"76,17"
"Pureza (RN)";"Total";"77,61"
"Rafael Fernandes (RN)";"Total";"80,76"
"Rafael Godeiro (RN)";"Total";"80,21"
"Riacho da Cruz (RN)";"Total";"74,40"
"Riacho de Santana (RN)";"Total";"79,67"
"Riachuelo (RN)";"Total";"79,50"
"Rodolfo Fernandes (RN)";"Total";"77,61"
"Tibau (RN)";"Total";"86,67"
"Ruy Barbosa (RN)";"Total";"77,53"
"Santa Cruz (RN)";"Total";"81,72"
"Santana do Matos (RN)";"Total";"74,36"
"Santana do Seridó (RN)";"Total";"86,09"
"Santo Antônio (RN)";"Total";"76,85"
"São Bento do Norte (RN)";"Total";"80,63"
"São Bento do Trairí (RN)";"Total";"76,12"
"São Fernando (RN)";"Total";"78,96"
"São Francisco do Oeste (RN)";"Total";"78,37"
"São Gonçalo do Amarante (RN)";"Total";"89,82"
"São João do Sabugi (RN)";"Total";"85,02"
"São José de Mipibu (RN)";"Total";"83,61"
"São José do Campestre (RN)";"Total";"77,50"
"São José do Seridó (RN)";"Total";"88,88"
"São Miguel (RN)";"Total";"76,13"
"São Miguel do Gostoso (RN)";"Total";"80,87"
"São Paulo do Potengi (RN)";"Total";"81,12"
"São Pedro (RN)";"Total";"79,28"
"São Rafael (RN)";"Total";"78,50"
"São Tomé (RN)";"Total";"77,75"
"São Vicente (RN)";"Total";"82,88"
"Senador Elói de Souza (RN)";"Total";"75,07"
"Senador Georgino Avelino (RN)";"Total";"82,15"
"Serra de São Bento (RN)";"Total";"72,96"
"Serra do Mel (RN)";"Total";"81,58"
"Serra Negra do Norte (RN)";"Total";"78,85"
"Serrinha (RN)";"Total";"74,03"
"Serrinha dos Pintos (RN)";"Total";"79,38"
"Severiano Melo (RN)";"Total";"78,12"
"Sítio Novo (RN)";"Total";"76,05"
"Taboleiro Grande (RN)";"Total";"83,19"
"Taipu (RN)";"Total";"74,57"
"Tangará (RN)";"Total";"79,61"
"Tenente Ananias (RN)";"Total";"77,85"
"Tenente Laurentino Cruz (RN)";"Total";"81,76"
"Tibau do Sul (RN)";"Total";"88,14"
"Timbaúba dos Batistas (RN)";"Total";"82,97"
"Touros (RN)";"Total";"77,92"
"Triunfo Potiguar (RN)";"Total";"74,69"
"Umarizal (RN)";"Total";"82,12"
"Upanema (RN)";"Total";"77,77"
"Várzea (RN)";"Total";"76,85"
"Venha-Ver (RN)";"Total";"70,81"
"Vera Cruz (RN)";"Total";"76,60"
"Viçosa (RN)";"Total";"80,75"
"Vila Flor (RN)";"Total";"79,54"
"Água Branca (PB)";"Total";"81,32"
"Aguiar (PB)";"Total";"69,50"
"Alagoa Grande (PB)";"Total";"72,55"
"Alagoa Nova (PB)";"Total";"78,21"
"Alagoinha (PB)";"Total";"73,45"
"Alcantil (PB)";"Total";"80,22"
"Algodão de Jandaíra (PB)";"Total";"70,37"
"Alhandra (PB)";"Total";"82,42"
"São João do Rio do Peixe (PB)";"Total";"78,60"
"Amparo (PB)";"Total";"80,06"
"Aparecida (PB)";"Total";"77,00"
"Araçagi (PB)";"Total";"71,51"
"Arara (PB)";"Total";"72,46"
"Araruna (PB)";"Total";"70,00"
"Areia (PB)";"Total";"78,23"
"Areia de Baraúnas (PB)";"Total";"76,31"
"Areial (PB)";"Total";"81,62"
"Aroeiras (PB)";"Total";"73,75"
"Assunção (PB)";"Total";"81,01"
"Baía da Traição (PB)";"Total";"82,28"
"Bananeiras (PB)";"Total";"75,04"
"Baraúna (PB)";"Total";"77,01"
"Barra de Santana (PB)";"Total";"75,13"
"Barra de Santa Rosa (PB)";"Total";"72,43"
"Barra de São Miguel (PB)";"Total";"79,52"
"Bayeux (PB)";"Total";"87,22"
"Belém (PB)";"Total";"75,74"
"Belém do Brejo do Cruz (PB)";"Total";"71,36"
"Bernardino Batista (PB)";"Total";"75,63"
"Boa Ventura (PB)";"Total";"75,78"
"Boa Vista (PB)";"Total";"87,19"
"Bom Jesus (PB)";"Total";"78,81"
"Bom Sucesso (PB)";"Total";"74,83"
"Bonito de Santa Fé (PB)";"Total";"79,43"
"Boqueirão (PB)";"Total";"81,56"
"Igaracy (PB)";"Total";"75,30"
"Borborema (PB)";"Total";"75,64"
"Brejo do Cruz (PB)";"Total";"76,92"
"Brejo dos Santos (PB)";"Total";"79,54"
"Caaporã (PB)";"Total";"81,43"
"Cabaceiras (PB)";"Total";"90,71"
"Cabedelo (PB)";"Total";"91,48"
"Cachoeira dos Índios (PB)";"Total";"78,20"
"Cacimba de Areia (PB)";"Total";"79,84"
"Cacimba de Dentro (PB)";"Total";"70,05"
"Cacimbas (PB)";"Total";"75,26"
"Caiçara (PB)";"Total";"75,03"
"Cajazeiras (PB)";"Total";"86,28"
"Cajazeirinhas (PB)";"Total";"71,19"
"Caldas Brandão (PB)";"Total";"73,66"
"Camalaú (PB)";"Total";"76,37"
"Campina Grande (PB)";"Total";"91,97"
"Capim (PB)";"Total";"71,53"
"Caraúbas (PB)";"Total";"80,62"
"Carrapateira (PB)";"Total";"78,50"
"Casserengue (PB)";"Total";"67,96"
"Catingueira (PB)";"Total";"74,50"
"Catolé do Rocha (PB)";"Total";"83,35"
"Caturité (PB)";"Total";"83,64"
"Conceição (PB)";"Total";"73,43"
"Condado (PB)";"Total";"77,83"
"Conde (PB)";"Total";"84,09"
"Congo (PB)";"Total";"77,63"
"Coremas (PB)";"Total";"74,24"
"Coxixola (PB)";"Total";"82,96"
"Cruz do Espírito Santo (PB)";"Total";"73,76"
"Cubati (PB)";"Total";"80,58"
"Cuité (PB)";"Total";"77,13"
"Cuitegi (PB)";"Total";"75,70"
"Cuité de Mamanguape (PB)";"Total";"69,40"
"Curral de Cima (PB)";"Total";"68,60"
"Curral Velho (PB)";"Total";"77,18"
"Damião (PB)";"Total";"67,27"
"Desterro (PB)";"Total";"79,97"
"Vista Serrana (PB)";"Total";"79,09"
"Diamante (PB)";"Total";"75,10"
"Dona Inês (PB)";"Total";"71,87"
"Duas Estradas (PB)";"Total";"79,38"
"Emas (PB)";"Total";"73,96"
"Esperança (PB)";"Total";"81,84"
"Fagundes (PB)";"Total";"74,81"
"Frei Martinho (PB)";"Total";"81,83"
"Gado Bravo (PB)";"Total";"74,85"
"Guarabira (PB)";"Total";"85,25"
"Gurinhém (PB)";"Total";"70,92"
"Gurjão (PB)";"Total";"83,48"
"Ibiara (PB)";"Total";"70,06"
"Imaculada (PB)";"Total";"78,72"
"Ingá (PB)";"Total";"74,79"
"Itabaiana (PB)";"Total";"78,40"
"Itaporanga (PB)";"Total";"83,07"
"Itapororoca (PB)";"Total";"72,79"
"Itatuba (PB)";"Total";"72,19"
"Jacaraú (PB)";"Total";"74,97"
"Jericó (PB)";"Total";"78,90"
"João Pessoa (PB)";"Total";"93,87"
"Juarez Távora (PB)";"Total";"71,96"
"Juazeirinho (PB)";"Total";"82,33"
"Junco do Seridó (PB)";"Total";"81,34"
"Juripiranga (PB)";"Total";"72,90"
"Juru (PB)";"Total";"75,29"
"Lagoa (PB)";"Total";"73,44"
"Lagoa de Dentro (PB)";"Total";"74,94"
"Lagoa Seca (PB)";"Total";"84,58"
"Lastro (PB)";"Total";"72,73"
"Livramento (PB)";"Total";"82,03"
"Logradouro (PB)";"Total";"77,24"
"Lucena (PB)";"Total";"82,60"
"Mãe d'Água (PB)";"Total";"76,66"
"Malta (PB)";"Total";"77,42"
"Mamanguape (PB)";"Total";"78,52"
"Manaíra (PB)";"Total";"73,37"
"Marcação (PB)";"Total";"76,66"
"Mari (PB)";"Total";"74,04"
"Marizópolis (PB)";"Total";"80,79"
"Massaranduba (PB)";"Total";"78,12"
"Mataraca (PB)";"Total";"79,82"
"Matinhas (PB)";"Total";"76,54"
"Mato Grosso (PB)";"Total";"67,55"
"Maturéia (PB)";"Total";"79,83"
"Mogeiro (PB)";"Total";"74,58"
"Montadas (PB)";"Total";"83,19"
"Monte Horebe (PB)";"Total";"77,31"
"Monteiro (PB)";"Total";"81,50"
"Mulungu (PB)";"Total";"75,30"
"Natuba (PB)";"Total";"70,00"
"Nazarezinho (PB)";"Total";"74,25"
"Nova Floresta (PB)";"Total";"80,10"
"Nova Olinda (PB)";"Total";"75,38"
"Nova Palmeira (PB)";"Total";"80,21"
"Olho d'Água (PB)";"Total";"71,28"
"Olivedos (PB)";"Total";"80,73"
"Ouro Velho (PB)";"Total";"76,84"
"Parari (PB)";"Total";"81,98"
"Passagem (PB)";"Total";"79,64"
"Patos (PB)";"Total";"87,18"
"Paulista (PB)";"Total";"76,50"
"Pedra Branca (PB)";"Total";"78,16"
"Pedra Lavrada (PB)";"Total";"79,97"
"Pedras de Fogo (PB)";"Total";"76,74"
"Piancó (PB)";"Total";"80,45"
"Picuí (PB)";"Total";"81,70"
"Pilar (PB)";"Total";"73,69"
"Pilões (PB)";"Total";"71,48"
"Pilõezinhos (PB)";"Total";"73,28"
"Pirpirituba (PB)";"Total";"78,74"
"Pitimbu (PB)";"Total";"81,68"
"Pocinhos (PB)";"Total";"81,49"
"Poço Dantas (PB)";"Total";"70,52"
"Poço de José de Moura (PB)";"Total";"80,96"
"Pombal (PB)";"Total";"81,01"
"Prata (PB)";"Total";"80,15"
"Princesa Isabel (PB)";"Total";"82,13"
"Puxinanã (PB)";"Total";"85,25"
"Queimadas (PB)";"Total";"84,20"
"Quixaba (PB)";"Total";"82,35"
"Remígio (PB)";"Total";"78,84"
"Pedro Régis (PB)";"Total";"74,45"
"Riachão (PB)";"Total";"73,60"
"Riachão do Bacamarte (PB)";"Total";"77,07"
"Riachão do Poço (PB)";"Total";"70,76"
"Riacho de Santo Antônio (PB)";"Total";"78,98"
"Riacho dos Cavalos (PB)";"Total";"78,66"
"Rio Tinto (PB)";"Total";"80,43"
"Salgadinho (PB)";"Total";"75,22"
"Salgado de São Félix (PB)";"Total";"70,36"
"Santa Cecília (PB)";"Total";"74,38"
"Santa Cruz (PB)";"Total";"75,99"
"Santa Helena (PB)";"Total";"78,16"
"Santa Inês (PB)";"Total";"73,02"
"Santa Luzia (PB)";"Total";"85,09"
"Santana de Mangueira (PB)";"Total";"72,86"
"Santana dos Garrotes (PB)";"Total";"70,23"
"Joca Claudino (PB)";"Total";"80,94"
"Santa Rita (PB)";"Total";"85,62"
"Santa Teresinha (PB)";"Total";"77,96"
"Santo André (PB)";"Total";"80,67"
"São Bento (PB)";"Total";"76,85"
"São Bentinho (PB)";"Total";"76,28"
"São Domingos do Cariri (PB)";"Total";"83,73"
"São Domingos (PB)";"Total";"66,23"
"São Francisco (PB)";"Total";"73,89"
"São João do Cariri (PB)";"Total";"82,83"
"São João do Tigre (PB)";"Total";"72,29"
"São José da Lagoa Tapada (PB)";"Total";"69,37"
"São José de Caiana (PB)";"Total";"73,88"
"São José de Espinharas (PB)";"Total";"79,05"
"São José dos Ramos (PB)";"Total";"69,28"
"São José de Piranhas (PB)";"Total";"78,75"
"São José de Princesa (PB)";"Total";"76,78"
"São José do Bonfim (PB)";"Total";"79,51"
"São José do Brejo do Cruz (PB)";"Total";"78,50"
"São José do Sabugi (PB)";"Total";"82,36"
"São José dos Cordeiros (PB)";"Total";"82,15"
"São Mamede (PB)";"Total";"82,41"
"São Miguel de Taipu (PB)";"Total";"74,72"
"São Sebastião de Lagoa de Roça (PB)";"Total";"81,43"
"São Sebastião do Umbuzeiro (PB)";"Total";"78,46"
"Sapé (PB)";"Total";"76,35"
"São Vicente do Seridó (PB)";"Total";"82,34"
"Serra Branca (PB)";"Total";"84,61"
"Serra da Raiz (PB)";"Total";"74,66"
"Serra Grande (PB)";"Total";"81,32"
"Serra Redonda (PB)";"Total";"78,35"
"Serraria (PB)";"Total";"72,01"
"Sertãozinho (PB)";"Total";"82,34"
"Sobrado (PB)";"Total";"75,06"
"Solânea (PB)";"Total";"76,75"
"Soledade (PB)";"Total";"86,29"
"Sossêgo (PB)";"Total";"75,94"
"Sousa (PB)";"Total";"83,33"
"Sumé (PB)";"Total";"82,82"
"Tacima (PB)";"Total";"71,86"
"Taperoá (PB)";"Total";"80,79"
"Tavares (PB)";"Total";"75,94"
"Teixeira (PB)";"Total";"83,02"
"Tenório (PB)";"Total";"78,89"
"Triunfo (PB)";"Total";"80,79"
"Uiraúna (PB)";"Total";"78,60"
"Umbuzeiro (PB)";"Total";"71,19"
"Várzea (PB)";"Total";"89,40"
"Vieirópolis (PB)";"Total";"67,10"
"Zabelê (PB)";"Total";"80,60"
"Abreu e Lima (PE)";"Total";"91,45"
"Afogados da Ingazeira (PE)";"Total";"84,89"
"Afrânio (PE)";"Total";"81,88"
"Agrestina (PE)";"Total";"76,74"
"Água Preta (PE)";"Total";"76,62"
"Águas Belas (PE)";"Total";"70,22"
"Alagoinha (PE)";"Total";"79,00"
"Aliança (PE)";"Total";"78,28"
"Altinho (PE)";"Total";"74,53"
"Amaraji (PE)";"Total";"78,27"
"Angelim (PE)";"Total";"76,82"
"Araçoiaba (PE)";"Total";"80,86"
"Araripina (PE)";"Total";"81,24"
"Arcoverde (PE)";"Total";"87,67"
"Barra de Guabiraba (PE)";"Total";"74,96"
"Barreiros (PE)";"Total";"81,44"
"Belém de Maria (PE)";"Total";"74,27"
"Belém do São Francisco (PE)";"Total";"82,93"
"Belo Jardim (PE)";"Total";"82,07"
"Betânia (PE)";"Total";"74,18"
"Bezerros (PE)";"Total";"79,61"
"Bodocó (PE)";"Total";"76,98"
"Bom Conselho (PE)";"Total";"74,45"
"Bom Jardim (PE)";"Total";"77,41"
"Bonito (PE)";"Total";"78,79"
"Brejão (PE)";"Total";"75,99"
"Brejinho (PE)";"Total";"80,56"
"Brejo da Madre de Deus (PE)";"Total";"77,20"
"Buenos Aires (PE)";"Total";"77,06"
"Buíque (PE)";"Total";"71,22"
"Cabo de Santo Agostinho (PE)";"Total";"89,81"
"Cabrobó (PE)";"Total";"83,03"
"Cachoeirinha (PE)";"Total";"80,70"
"Caetés (PE)";"Total";"74,01"
"Calçado (PE)";"Total";"76,05"
"Calumbi (PE)";"Total";"77,52"
"Camaragibe (PE)";"Total";"92,34"
"Camocim de São Félix (PE)";"Total";"77,17"
"Camutanga (PE)";"Total";"79,67"
"Canhotinho (PE)";"Total";"75,41"
"Capoeiras (PE)";"Total";"75,47"
"Carnaíba (PE)";"Total";"79,78"
"Carnaubeira da Penha (PE)";"Total";"81,44"
"Carpina (PE)";"Total";"87,72"
"Caruaru (PE)";"Total";"89,19"
"Casinhas (PE)";"Total";"75,30"
"Catende (PE)";"Total";"78,70"
"Cedro (PE)";"Total";"83,09"
"Chã de Alegria (PE)";"Total";"81,28"
"Chã Grande (PE)";"Total";"77,05"
"Condado (PE)";"Total";"80,94"
"Correntes (PE)";"Total";"76,29"
"Cortês (PE)";"Total";"75,97"
"Cumaru (PE)";"Total";"75,60"
"Cupira (PE)";"Total";"80,56"
"Custódia (PE)";"Total";"79,11"
"Dormentes (PE)";"Total";"80,32"
"Escada (PE)";"Total";"83,98"
"Exu (PE)";"Total";"79,08"
"Feira Nova (PE)";"Total";"78,25"
"Fernando de Noronha (PE)";"Total";"96,49"
"Ferreiros (PE)";"Total";"79,85"
"Flores (PE)";"Total";"75,09"
"Floresta (PE)";"Total";"86,70"
"Frei Miguelinho (PE)";"Total";"75,77"
"Gameleira (PE)";"Total";"76,25"
"Garanhuns (PE)";"Total";"87,84"
"Glória do Goitá (PE)";"Total";"77,90"
"Goiana (PE)";"Total";"86,25"
"Granito (PE)";"Total";"79,92"
"Gravatá (PE)";"Total";"83,27"
"Iati (PE)";"Total";"70,26"
"Ibimirim (PE)";"Total";"75,60"
"Ibirajuba (PE)";"Total";"74,44"
"Igarassu (PE)";"Total";"89,89"
"Iguaracy (PE)";"Total";"78,72"
"Inajá (PE)";"Total";"75,87"
"Ingazeira (PE)";"Total";"79,65"
"Ipojuca (PE)";"Total";"87,64"
"Ipubi (PE)";"Total";"78,76"
"Itacuruba (PE)";"Total";"87,32"
"Itaíba (PE)";"Total";"70,34"
"Ilha de Itamaracá (PE)";"Total";"89,20"
"Itambé (PE)";"Total";"75,22"
"Itapetim (PE)";"Total";"81,94"
"Itapissuma (PE)";"Total";"88,27"
"Itaquitinga (PE)";"Total";"78,35"
"Jaboatão dos Guararapes (PE)";"Total";"92,79"
"Jaqueira (PE)";"Total";"77,16"
"Jataúba (PE)";"Total";"74,66"
"Jatobá (PE)";"Total";"82,63"
"João Alfredo (PE)";"Total";"74,28"
"Joaquim Nabuco (PE)";"Total";"78,31"
"Jucati (PE)";"Total";"77,06"
"Jupi (PE)";"Total";"78,29"
"Jurema (PE)";"Total";"72,80"
"Lagoa do Carro (PE)";"Total";"81,19"
"Lagoa de Itaenga (PE)";"Total";"78,52"
"Lagoa do Ouro (PE)";"Total";"72,40"
"Lagoa dos Gatos (PE)";"Total";"70,89"
"Lagoa Grande (PE)";"Total";"81,74"
"Lajedo (PE)";"Total";"81,95"
"Limoeiro (PE)";"Total";"84,81"
"Macaparana (PE)";"Total";"77,67"
"Machados (PE)";"Total";"78,68"
"Manari (PE)";"Total";"69,83"
"Maraial (PE)";"Total";"72,26"
"Mirandiba (PE)";"Total";"82,93"
"Moreno (PE)";"Total";"86,16"
"Nazaré da Mata (PE)";"Total";"83,54"
"Olinda (PE)";"Total";"93,96"
"Orobó (PE)";"Total";"77,10"
"Orocó (PE)";"Total";"83,18"
"Ouricuri (PE)";"Total";"78,05"
"Palmares (PE)";"Total";"83,82"
"Palmeirina (PE)";"Total";"75,10"
"Panelas (PE)";"Total";"70,63"
"Paranatama (PE)";"Total";"75,99"
"Parnamirim (PE)";"Total";"78,21"
"Passira (PE)";"Total";"76,24"
"Paudalho (PE)";"Total";"83,72"
"Paulista (PE)";"Total";"95,20"
"Pedra (PE)";"Total";"75,58"
"Pesqueira (PE)";"Total";"81,78"
"Petrolândia (PE)";"Total";"86,29"
"Petrolina (PE)";"Total";"91,57"
"Poção (PE)";"Total";"75,84"
"Pombos (PE)";"Total";"79,42"
"Primavera (PE)";"Total";"81,13"
"Quipapá (PE)";"Total";"72,04"
"Quixaba (PE)";"Total";"78,57"
"Recife (PE)";"Total";"94,52"
"Riacho das Almas (PE)";"Total";"75,74"
"Ribeirão (PE)";"Total";"81,48"
"Rio Formoso (PE)";"Total";"82,42"
"Sairé (PE)";"Total";"76,45"
"Salgadinho (PE)";"Total";"69,64"
"Salgueiro (PE)";"Total";"88,03"
"Saloá (PE)";"Total";"74,21"
"Sanharó (PE)";"Total";"79,23"
"Santa Cruz (PE)";"Total";"79,10"
"Santa Cruz da Baixa Verde (PE)";"Total";"82,47"
"Santa Cruz do Capibaribe (PE)";"Total";"88,24"
"Santa Filomena (PE)";"Total";"75,77"
"Santa Maria da Boa Vista (PE)";"Total";"83,18"
"Santa Maria do Cambucá (PE)";"Total";"75,23"
"Santa Terezinha (PE)";"Total";"80,58"
"São Benedito do Sul (PE)";"Total";"69,17"
"São Bento do Una (PE)";"Total";"78,08"
"São Caitano (PE)";"Total";"77,06"
"São João (PE)";"Total";"77,39"
"São Joaquim do Monte (PE)";"Total";"72,33"
"São José da Coroa Grande (PE)";"Total";"85,10"
"São José do Belmonte (PE)";"Total";"80,23"
"São José do Egito (PE)";"Total";"83,49"
"São Lourenço da Mata (PE)";"Total";"88,23"
"São Vicente Férrer (PE)";"Total";"76,90"
"Serra Talhada (PE)";"Total";"84,54"
"Serrita (PE)";"Total";"79,37"
"Sertânia (PE)";"Total";"80,41"
"Sirinhaém (PE)";"Total";"81,75"
"Moreilândia (PE)";"Total";"80,82"
"Solidão (PE)";"Total";"79,48"
"Surubim (PE)";"Total";"82,08"
"Tabira (PE)";"Total";"83,37"
"Tacaimbó (PE)";"Total";"73,33"
"Tacaratu (PE)";"Total";"80,86"
"Tamandaré (PE)";"Total";"85,61"
"Taquaritinga do Norte (PE)";"Total";"83,69"
"Terezinha (PE)";"Total";"72,02"
"Terra Nova (PE)";"Total";"84,51"
"Timbaúba (PE)";"Total";"82,90"
"Toritama (PE)";"Total";"84,86"
"Tracunhaém (PE)";"Total";"80,60"
"Trindade (PE)";"Total";"81,76"
"Triunfo (PE)";"Total";"87,21"
"Tupanatinga (PE)";"Total";"74,06"
